^SPX (Standard & Poors 500 Index),2933.68,0.0001
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
05/08/2019,SPXW190508C02680000,0,0,255.2,258.6,0,0,0.9922,0.0002,0,2680.000,SPXW190508P02680000,0,0,0.8,1.1,0,0.2255,-0.0194,0.0004,0
05/08/2019,SPXW190508C02685000,0,0,250.2,253.6,0,0,0.9922,0.0002,0,2685.000,SPXW190508P02685000,1.1,-0.325,0.85,1.1,1,0.2224,-0.0201,0.0004,1
05/08/2019,SPXW190508C02690000,0,0,245.3,248.7,0,0,0.9934,0.0002,0,2690.000,SPXW190508P02690000,0,0,0.9,1.15,0,0.2202,-0.0212,0.0004,110
05/08/2019,SPXW190508C02695000,0,0,240.3,243.7,0,0,0.9922,0.0002,0,2695.000,SPXW190508P02695000,0,0,0.95,1.2,0,0.2179,-0.0223,0.0004,0
05/08/2019,SPXW190508C02700000,0,0,235.4,238.8,0,0,0.9899,0.0002,0,2700.000,SPXW190508P02700000,0,0,1,1.25,0,0.2155,-0.0235,0.0004,26
05/08/2019,SPXW190508C02705000,0,0,230.4,233.8,0,0,0.9876,0.0003,0,2705.000,SPXW190508P02705000,0,0,1.05,1.3,0,0.213,-0.0246,0.0005,0
05/08/2019,SPXW190508C02710000,0,0,225.5,228.9,0,0,0.9886,0.0003,3,2710.000,SPXW190508P02710000,0,0,1.1,1.35,0,0.2104,-0.0259,0.0005,52
05/08/2019,SPXW190508C02715000,0,0,220.6,223.9,0,0.1262,0.9982,0,0,2715.000,SPXW190508P02715000,0,0,1.15,1.4,0,0.2078,-0.0271,0.0005,31
05/08/2019,SPXW190508C02720000,0,0,215.6,219,0,0.1384,0.9965,0.0001,0,2720.000,SPXW190508P02720000,0,0,1.2,1.5,0,0.2056,-0.0287,0.0005,41
05/08/2019,SPXW190508C02725000,0,0,210.7,214.1,0,0.1493,0.9935,0.0002,0,2725.000,SPXW190508P02725000,1.45,-0.625,1.25,1.55,52,0.2028,-0.03,0.0006,79
05/08/2019,SPXW190508C02730000,0,0,205.8,209.1,0,0.1504,0.9921,0.0002,0,2730.000,SPXW190508P02730000,0,0,1.3,1.6,0,0.1999,-0.0314,0.0006,31
05/08/2019,SPXW190508C02735000,0,0,200.8,204.2,0,0.1508,0.9907,0.0003,0,2735.000,SPXW190508P02735000,0,0,1.4,1.7,0,0.1981,-0.0335,0.0006,31
05/08/2019,SPXW190508C02740000,0,0,195.9,199.3,0,0.1537,0.9881,0.0003,0,2740.000,SPXW190508P02740000,1.59,-0.785,1.45,1.75,113,0.195,-0.035,0.0007,138
05/08/2019,SPXW190508C02745000,0,0,191,194.4,0,0.1552,0.9854,0.0004,0,2745.000,SPXW190508P02745000,0,0,1.55,1.85,0,0.1929,-0.0372,0.0007,64
05/08/2019,SPXW190508C02750000,0,0,186.1,189.4,0,0.1536,0.9841,0.0004,0,2750.000,SPXW190508P02750000,0,0,1.6,1.95,0,0.1902,-0.0391,0.0008,525
05/08/2019,SPXW190508C02755000,0,0,181,184.3,0,0.145,0.9864,0.0004,0,2755.000,SPXW190508P02755000,2.2,-0.575,1.7,2,11,0.1874,-0.0411,0.0008,949
05/08/2019,SPXW190508C02760000,0,0,176.1,179.4,0,0.146,0.9836,0.0005,0,2760.000,SPXW190508P02760000,0,0,1.75,2.1,0,0.1845,-0.0431,0.0008,606
05/08/2019,SPXW190508C02765000,0,0,171.2,174.7,0,0.1498,0.9786,0.0006,0,2765.000,SPXW190508P02765000,2.5,-0.6,1.85,2.2,4,0.182,-0.0456,0.0009,35
05/08/2019,SPXW190508C02770000,0,0,166.5,169.8,0,0.1521,0.9737,0.0007,3,2770.000,SPXW190508P02770000,0,0,2,2.35,0,0.1801,-0.0489,0.001,22
05/08/2019,SPXW190508C02775000,0,0,161.7,164.9,0,0.1521,0.97,0.0007,3,2775.000,SPXW190508P02775000,2.31,-1.09,2.1,2.45,7,0.1773,-0.0515,0.001,692
05/08/2019,SPXW190508C02780000,0,0,156.5,159.8,0,0.144,0.9726,0.0007,0,2780.000,SPXW190508P02780000,2.39,-1.21,2.2,2.55,20,0.1744,-0.0543,0.0011,86
05/08/2019,SPXW190508C02785000,0,0,151.7,155.2,0,0.1474,0.9656,0.0009,0,2785.000,SPXW190508P02785000,0,0,2.35,2.7,0,0.1721,-0.0578,0.0011,10
05/08/2019,SPXW190508C02790000,0,0,146.9,150.1,0,0.1443,0.9637,0.0009,0,2790.000,SPXW190508P02790000,3.33,-0.67,2.5,2.85,2,0.1697,-0.0615,0.0012,1413
05/08/2019,SPXW190508C02795000,0,0,142.3,145.5,0,0.148,0.9548,0.0011,0,2795.000,SPXW190508P02795000,2.75,-1.55,2.6,3,1,0.1668,-0.0649,0.0013,137
05/08/2019,SPXW190508C02800000,116.58,2.43,137.2,140.4,1,0.1417,0.9557,0.0011,1,2800.000,SPXW190508P02800000,3.04,-1.46,2.8,3.2,35,0.1647,-0.0696,0.0014,538
05/08/2019,SPXW190508C02805000,111.92,2.47,132.4,135.6,1,0.1409,0.9506,0.0012,1,2805.000,SPXW190508P02805000,3.22,-1.58,2.95,3.4,1027,0.1621,-0.074,0.0015,1400
05/08/2019,SPXW190508C02810000,0,0,127.6,131,0,0.1412,0.9434,0.0014,0,2810.000,SPXW190508P02810000,3.35,-1.75,3.1,3.6,188,0.1593,-0.0786,0.0016,278
05/08/2019,SPXW190508C02815000,0,0,122.8,126.2,0,0.1396,0.9381,0.0015,0,2815.000,SPXW190508P02815000,3.5,-1.9,3.3,3.8,15,0.1567,-0.0837,0.0017,578
05/08/2019,SPXW190508C02820000,0,0,118.3,121.4,0,0.1396,0.93,0.0016,0,2820.000,SPXW190508P02820000,3.78,-1.97,3.5,4,17,0.1539,-0.0889,0.0018,88
05/08/2019,SPXW190508C02825000,0,0,113.5,116.6,0,0.1373,0.9245,0.0018,53,2825.000,SPXW190508P02825000,3.9,-2.25,3.8,4.2,7,0.1515,-0.0951,0.0019,114
05/08/2019,SPXW190508C02830000,0,0,108.6,111.7,0,0.1336,0.9205,0.0019,3,2830.000,SPXW190508P02830000,5.1,-1.45,4,4.5,10,0.1489,-0.1015,0.002,560
05/08/2019,SPXW190508C02835000,0,0,103.9,106.9,0,0.1315,0.9136,0.002,4,2835.000,SPXW190508P02835000,4.52,-2.48,4.3,4.8,39,0.1465,-0.1089,0.0022,61
05/08/2019,SPXW190508C02840000,0,0,99.4,102.4,0,0.1317,0.9023,0.0022,75,2840.000,SPXW190508P02840000,4.83,-2.67,4.6,5.1,7,0.1439,-0.1165,0.0023,342
05/08/2019,SPXW190508C02845000,0,0,94.6,97.5,0,0.1281,0.8966,0.0024,16,2845.000,SPXW190508P02845000,5.01,-3.04,4.9,5.4,37,0.1411,-0.1244,0.0025,243
05/08/2019,SPXW190508C02850000,0,0,90.2,93.1,0,0.1283,0.8833,0.0026,28,2850.000,SPXW190508P02850000,5.45,-3.2,5.3,5.8,426,0.1388,-0.1339,0.0027,570
05/08/2019,SPXW190508C02855000,0,0,85.4,88.2,0,0.1242,0.8769,0.0028,41,2855.000,SPXW190508P02855000,5.69,-3.66,5.6,6.1,28,0.1356,-0.1425,0.0028,49
05/08/2019,SPXW190508C02860000,0,0,80.8,83.6,0,0.122,0.8661,0.003,28,2860.000,SPXW190508P02860000,6.3,-3.75,6,6.6,454,0.1332,-0.1534,0.003,796
05/08/2019,SPXW190508C02865000,64.15,8.6,76.5,79.3,1,0.1218,0.8506,0.0033,34,2865.000,SPXW190508P02865000,8.1,-2.75,6.5,7,585,0.1305,-0.1648,0.0032,757
05/08/2019,SPXW190508C02870000,73.88,22.43,71.9,74.6,20,0.1185,0.8398,0.0035,56,2870.000,SPXW190508P02870000,7.22,-4.53,7,7.6,35,0.1282,-0.1779,0.0035,376
05/08/2019,SPXW190508C02875000,68.85,21.45,67.7,70.3,6,0.1177,0.8228,0.0038,80,2875.000,SPXW190508P02875000,7.55,-5.2,7.6,8.1,1,0.1256,-0.1915,0.0037,114
05/08/2019,SPXW190508C02880000,65,21.5,63.1,65.9,15,0.1148,0.8088,0.004,63,2880.000,SPXW190508P02880000,8.1,-5.75,8.2,8.8,96,0.1233,-0.2067,0.004,224
05/08/2019,SPXW190508C02885000,61.95,22.2,59.1,61.6,11,0.1136,0.7897,0.0043,42,2885.000,SPXW190508P02885000,9,-6.05,8.8,9.5,9,0.1206,-0.2227,0.0042,96
05/08/2019,SPXW190508C02890000,54.75,18.65,54.9,57.3,33,0.1114,0.7713,0.0046,928,2890.000,SPXW190508P02890000,9.67,-6.73,9.6,10.2,3,0.1181,-0.2404,0.0045,177
05/08/2019,SPXW190508C02895000,40.6,8,50.8,53.1,1,0.1093,0.751,0.0049,50,2895.000,SPXW190508P02895000,10.72,-7.18,10.4,11.1,2,0.1158,-0.2598,0.0048,89
05/08/2019,SPXW190508C02900000,47.5,18.2,46.6,48.8,57,0.1062,0.7308,0.0053,118,2900.000,SPXW190508P02900000,11.62,-7.93,11.3,12.1,14,0.1135,-0.2809,0.0051,143
05/08/2019,SPXW190508C02905000,44.43,18.33,42.7,44.8,43,0.1043,0.7067,0.0056,151,2905.000,SPXW190508P02905000,13.7,-7.65,12.3,13.1,20,0.111,-0.3034,0.0054,65
05/08/2019,SPXW190508C02910000,39.6,16.5,38.9,40.9,4,0.1022,0.6807,0.006,131,2910.000,SPXW190508P02910000,13.6,-9.75,13.5,14.3,427,0.109,-0.3284,0.0057,465
05/08/2019,SPXW190508C02915000,33.9,13.65,35.2,37.1,12,0.1001,0.653,0.0063,280,2915.000,SPXW190508P02915000,16.7,-8.8,14.7,15.6,2,0.1067,-0.3546,0.006,109
05/08/2019,SPXW190508C02920000,33,15.35,31.7,33.5,50,0.0983,0.6228,0.0066,102,2920.000,SPXW190508P02920000,16.4,-11.5,16.1,17.1,27,0.1047,-0.3831,0.0062,98
05/08/2019,SPXW190508C02925000,29.3,14.05,28.4,30,68,0.0965,0.5907,0.0069,792,2925.000,SPXW190508P02925000,17.85,-12.65,17.7,18.8,33,0.103,-0.4136,0.0065,772
05/08/2019,SPXW190508C02930000,26.51,13.46,25.2,26.7,77,0.0947,0.5568,0.0071,657,2930.000,SPXW190508P02930000,19.6,-13.7,19.3,20.6,31,0.1009,-0.4453,0.0067,76
05/08/2019,SPXW190508C02935000,22.28,11.13,22.2,23.7,94,0.0932,0.5211,0.0073,264,2935.000,SPXW190508P02935000,21.66,-14.69,21.2,22.7,62,0.0994,-0.4788,0.0068,64
05/08/2019,SPXW190508C02940000,19.95,10.6,19.5,20.9,13,0.092,0.4843,0.0074,484,2940.000,SPXW190508P02940000,23.32,-16.28,23.4,24.9,6,0.098,-0.5133,0.0069,56
05/08/2019,SPXW190508C02945000,16.1,8.25,17.1,18.2,79,0.0909,0.4467,0.0074,95,2945.000,SPXW190508P02945000,27.51,-15.54,25.6,27.4,33,0.0966,-0.5488,0.007,29
05/08/2019,SPXW190508C02950000,14.58,8.13,14.7,15.7,74,0.0894,0.4084,0.0074,1573,2950.000,SPXW190508P02950000,29.4,-17.35,28.2,30.1,12,0.0956,-0.5844,0.007,12
05/08/2019,SPXW190508C02955000,12.5,7.15,12.6,13.5,151,0.0883,0.3703,0.0073,570,2955.000,SPXW190508P02955000,0,0,31,33.1,0,0.095,-0.6195,0.0069,0
05/08/2019,SPXW190508C02960000,10.86,6.51,10.7,11.5,22,0.0873,0.3327,0.0071,303,2960.000,SPXW190508P02960000,0,0,33.8,36,0,0.0932,-0.6558,0.0067,1
05/08/2019,SPXW190508C02965000,9.51,5.96,9,9.8,71,0.0865,0.2966,0.0068,180,2965.000,SPXW190508P02965000,0,0,37,39.6,0,0.0933,-0.6885,0.0065,0
05/08/2019,SPXW190508C02970000,7.61,4.735,7.6,8.2,10,0.0859,0.262,0.0065,68,2970.000,SPXW190508P02970000,41.1,-22,40.4,43.1,1,0.0927,-0.721,0.0062,2
05/08/2019,SPXW190508C02975000,6.27,3.92,6.3,6.9,7,0.0853,0.2296,0.0061,295,2975.000,SPXW190508P02975000,49.9,-17.65,44,46.9,1,0.0927,-0.7508,0.0058,1
05/08/2019,SPXW190508C02980000,5.38,3.505,5.2,5.7,2,0.0847,0.199,0.0056,507,2980.000,SPXW190508P02980000,49.4,-22.55,47.8,50.8,2,0.0927,-0.7787,0.0055,0
05/08/2019,SPXW190508C02985000,2.55,1.025,4.2,4.7,4,0.0841,0.1705,0.0052,13,2985.000,SPXW190508P02985000,73.82,-2.78,52,54.9,1,0.0937,-0.8021,0.0051,1
05/08/2019,SPXW190508C02990000,3.53,2.305,3.4,3.9,52,0.0838,0.1458,0.0047,961,2990.000,SPXW190508P02990000,78.51,-2.79,56.2,59.2,1,0.0947,-0.8233,0.0047,1
05/08/2019,SPXW190508C02995000,2.85,1.825,2.8,3.3,9,0.0843,0.1254,0.0042,28,2995.000,SPXW190508P02995000,0,0,60.4,63.5,0,0.0951,-0.8442,0.0043,0
05/08/2019,SPXW190508C03000000,2.36,1.535,2.25,2.65,26,0.084,0.1051,0.0037,302,3000.000,SPXW190508P03000000,71.4,-19.8,64.6,68,1,0.0956,-0.8631,0.0039,1
05/08/2019,SPXW190508C03005000,1.97,1.27,1.8,2.2,50,0.0841,0.0885,0.0033,50,3005.000,SPXW190508P03005000,0,0,69.4,72.6,0,0.0983,-0.8747,0.0036,0
05/08/2019,SPXW190508C03010000,1.57,0.995,1.45,1.8,82,0.0843,0.0742,0.0028,87,3010.000,SPXW190508P03010000,0,0,74,77.2,0,0.0998,-0.8877,0.0033,0
05/08/2019,SPXW190508C03015000,1.25,0.75,1.15,1.5,63,0.0847,0.0621,0.0025,152,3015.000,SPXW190508P03015000,0,0,78.6,81.9,0,0.1013,-0.8992,0.003,0
05/08/2019,SPXW190508C03020000,0,0,0.9,1.25,0,0.0851,0.0517,0.0021,190,3020.000,SPXW190508P03020000,0,0,83.1,86.5,0,0.1014,-0.9128,0.0027,0
05/08/2019,SPXW190508C03025000,0.87,0.495,0.75,1,5,0.0856,0.0431,0.0018,73,3025.000,SPXW190508P03025000,0,0,87.9,91.3,0,0.1036,-0.9204,0.0024,0
05/08/2019,SPXW190508C03030000,0,0,0.6,0.85,0,0.0864,0.0362,0.0016,100,3030.000,SPXW190508P03030000,0,0,92.8,96.1,0,0.1063,-0.9264,0.0022,50
05/08/2019,SPXW190508C03035000,0.65,0.35,0.5,0.75,300,0.0878,0.0314,0.0014,300,3035.000,SPXW190508P03035000,0,0,97.6,101,0,0.1087,-0.9322,0.002,0
05/08/2019,SPXW190508C03040000,0,0,0.4,0.65,0,0.0889,0.0267,0.0012,13,3040.000,SPXW190508P03040000,0,0,102.5,105.9,0,0.1116,-0.9366,0.0019,0
05/08/2019,SPXW190508C03045000,0,0,0.35,0.55,0,0.0901,0.023,0.001,0,3045.000,SPXW190508P03045000,0,0,107.4,110.9,0,0.1151,-0.9396,0.0018,50
05/08/2019,SPXW190508C03050000,0.36,0.135,0.25,0.5,10,0.091,0.0194,0.0009,105,3050.000,SPXW190508P03050000,0,0,112.4,115.8,0,0.1184,-0.9424,0.0016,0
05/08/2019,SPXW190508C03060000,0.35,0.15,0.2,0.4,300,0.0947,0.0154,0.0007,300,3060.000,SPXW190508P03060000,0,0,122.3,125.7,0,0.1251,-0.9475,0.0014,0
05/08/2019,SPXW190508C03070000,0,0,0.15,0.35,0,0.0986,0.0126,0.0006,0,3070.000,SPXW190508P03070000,0,0,132.2,135.7,0,0.1323,-0.9509,0.0013,0
05/08/2019,SPXW190508C03075000,0,0,0.1,0.3,0,0.0988,0.0102,0.0005,25,3075.000,SPXW190508P03075000,0,0,137.2,140.6,0,0.1353,-0.9532,0.0012,0
05/08/2019,SPXW190508C03080000,0,0,0.1,0.3,0,0.1019,0.01,0.0004,0,3080.000,SPXW190508P03080000,0,0,142.2,145.6,0,0.1392,-0.9542,0.0012,0
05/08/2019,SPXW190508C03090000,0,0,0.1,0.25,0,0.1062,0.0085,0.0004,0,3090.000,SPXW190508P03090000,0,0,152.1,155.6,0,0.1461,-0.957,0.0011,0
05/08/2019,SPXW190508C03100000,0,0,0.05,0.25,0,0.11,0.0072,0.0003,102,3100.000,SPXW190508P03100000,0,0,162.1,165.5,0,0.1528,-0.9596,0.001,1
05/08/2019,SPXW190508C03110000,0,0,0.05,0.25,0,0.1158,0.0068,0.0003,0,3110.000,SPXW190508P03110000,0,0,172.1,175.5,0,0.1603,-0.9609,0.0009,0
05/08/2019,SPXW190508C03125000,0.1,0,0.05,0.2,1,0.1217,0.0055,0.0002,6,3125.000,SPXW190508P03125000,0,0,187,190.5,0,0.1705,-0.9637,0.0008,20
05/08/2019,SPXW190508C03150000,0,0,0,0.15,0,0.1289,0.0034,0.0001,0,3150.000,SPXW190508P03150000,0,0,212,215.4,0,0.1876,-0.967,0.0007,0
05/08/2019,SPXW190508C03175000,0,0,0,0.15,0,0.1412,0.003,0.0001,35,3175.000,SPXW190508P03175000,0,0,236.9,240.4,0,0.2043,-0.9698,0.0006,66
05/08/2019,SPXW190508C03200000,0,0,0,0.15,0,0.1541,0.0027,0.0001,39,3200.000,SPXW190508P03200000,0,0,261.9,265.4,0,0.2219,-0.9714,0.0005,49
05/08/2019,SPXW190508C03250000,0,0,0,0.1,0,0.1728,0.0017,0.0001,0,3250.000,SPXW190508P03250000,0,0,311.8,315.3,0,0.2533,-0.9752,0.0004,49
05/08/2019,SPXW190508C03300000,0,0,0,0.1,0,0.1963,0.0015,0,125,3300.000,SPXW190508P03300000,0,0,361.8,365.2,0,0.2849,-0.9776,0.0003,0
05/08/2019,SPXW190508C03400000,0,0,0,0.1,0,0.2415,0.0013,0,0,3400.000,SPXW190508P03400000,0,0,461.6,465.1,0,0.3433,-0.9815,0.0002,0
05/10/2019,SPXW190510C00800000,0,0,2130.8,2134.3,0,0,0.9986,0,0,800.000,SPXW190510P00800000,0,0,0,0.05,0,1.7282,-0.0001,0,0
05/10/2019,SPXW190510C00900000,0,0,2030.9,2034.4,0,0,0.9985,0,0,900.000,SPXW190510P00900000,0,0,0,0.05,0,1.5664,-0.0001,0,0
05/10/2019,SPXW190510C01000000,0,0,1931,1934.5,0,0,0.9984,0,0,1000.000,SPXW190510P01000000,0,0,0,0.05,0,1.4385,-0.0001,0,0
05/10/2019,SPXW190510C01050000,0,0,1881.1,1884.6,0,0,0.9987,0,0,1050.000,SPXW190510P01050000,0,0,0,0.05,0,1.3604,-0.0001,0,0
05/10/2019,SPXW190510C01100000,0,0,1831.2,1834.6,0,0,0.9983,0,0,1100.000,SPXW190510P01100000,0,0,0,0.05,0,1.3135,-0.0001,0,0
05/10/2019,SPXW190510C01150000,0,0,1781.2,1784.7,0,0,0.9987,0,0,1150.000,SPXW190510P01150000,0,0,0,0.05,0,1.251,-0.0001,0,0
05/10/2019,SPXW190510C01200000,0,0,1731.3,1734.8,0,0,0.9988,0,0,1200.000,SPXW190510P01200000,0,0,0,0.05,0,1.1885,-0.0001,0,0
05/10/2019,SPXW190510C01250000,0,0,1681.4,1684.8,0,0,0.9988,0,0,1250.000,SPXW190510P01250000,0,0,0,0.05,0,1.1416,-0.0001,0,0
05/10/2019,SPXW190510C01300000,0,0,1631.4,1634.9,0,0,0.9986,0,0,1300.000,SPXW190510P01300000,0,0,0,0.05,0,1.0947,-0.0001,0,1200
05/10/2019,SPXW190510C01350000,0,0,1581.5,1585,0,0,0.9982,0,0,1350.000,SPXW190510P01350000,0,0,0,0.05,0,1.0441,-0.0001,0,0
05/10/2019,SPXW190510C01400000,0,0,1531.6,1535,0,0,0.9984,0,0,1400.000,SPXW190510P01400000,0,0,0,0.05,0,1.001,-0.0002,0,350
05/10/2019,SPXW190510C01450000,0,0,1481.6,1485.1,0,0,0.9984,0,0,1450.000,SPXW190510P01450000,0,0,0,0.05,0,0.9557,-0.0002,0,7
05/10/2019,SPXW190510C01500000,0,0,1431.7,1435.2,0,0,0.9984,0,0,1500.000,SPXW190510P01500000,0,0,0,0.05,0,0.9108,-0.0002,0,26
05/10/2019,SPXW190510C01550000,0,0,1381.8,1385.2,0,0,0.9987,0,0,1550.000,SPXW190510P01550000,0,0,0,0.05,0,0.8597,-0.0002,0,4
05/10/2019,SPXW190510C01600000,0,0,1331.8,1335.3,0,0,0.9987,0,0,1600.000,SPXW190510P01600000,0,0,0,0.05,0,0.8274,-0.0002,0,15
05/10/2019,SPXW190510C01650000,0,0,1281.9,1285.4,0,0,0.9988,0,0,1650.000,SPXW190510P01650000,0,0,0,0.1,0,0.8259,-0.0004,0,32828
05/10/2019,SPXW190510C01700000,0,0,1232,1235.4,0,0,0.9988,0,0,1700.000,SPXW190510P01700000,0,0,0,0.05,0,0.7503,-0.0002,0,417
05/10/2019,SPXW190510C01750000,0,0,1182,1185.5,0,0,0.9985,0,0,1750.000,SPXW190510P01750000,0,0,0,0.1,0,0.7458,-0.0004,0,25811
05/10/2019,SPXW190510C01800000,0,0,1132.1,1135.6,0,0,0.9982,0,0,1800.000,SPXW190510P01800000,0,0,0,0.1,0,0.7073,-0.0004,0,1439
05/10/2019,SPXW190510C01850000,0,0,1082.2,1085.6,0,0,0.9982,0,0,1850.000,SPXW190510P01850000,0,0,0,0.1,0,0.6699,-0.0005,0,1009
05/10/2019,SPXW190510C01900000,0,0,1032.2,1035.7,0,0,0.9986,0,0,1900.000,SPXW190510P01900000,0,0,0,0.1,0,0.6334,-0.0005,0,1125
05/10/2019,SPXW190510C01950000,0,0,982.3,985.8,0,0,0.9986,0,0,1950.000,SPXW190510P01950000,0,0,0,0.1,0,0.5977,-0.0005,0,989
05/10/2019,SPXW190510C02000000,0,0,932.4,935.9,0,0,0.9978,0,0,2000.000,SPXW190510P02000000,0.05,-0.025,0,0.1,8,0.5604,-0.0005,0,1070
05/10/2019,SPXW190510C02050000,0,0,882.5,885.9,0,0,0.9988,0,0,2050.000,SPXW190510P02050000,0,0,0,0.15,0,0.5458,-0.0008,0,3838
05/10/2019,SPXW190510C02075000,0,0,857.5,861,0,0,0.9985,0,0,2075.000,SPXW190510P02075000,0,0,0,0.15,0,0.5286,-0.0008,0,927
05/10/2019,SPXW190510C02100000,0,0,832.5,836,0,0,0.9832,0.0001,0,2100.000,SPXW190510P02100000,0.08,0.005,0,0.15,20,0.5116,-0.0008,0,8645
05/10/2019,SPXW190510C02125000,0,0,807.6,811,0,0,0.998,0,0,2125.000,SPXW190510P02125000,0,0,0,0.15,0,0.4947,-0.0009,0,628
05/10/2019,SPXW190510C02150000,0,0,782.6,786.1,0,0,0.9823,0.0001,0,2150.000,SPXW190510P02150000,0,0,0,0.15,0,0.478,-0.0009,0,722
05/10/2019,SPXW190510C02175000,0,0,757.6,761.1,0,0,0.998,0,0,2175.000,SPXW190510P02175000,0,0,0,0.15,0,0.4615,-0.0009,0,1132
05/10/2019,SPXW190510C02200000,0,0,732.7,736.1,0,0,0.9983,0,0,2200.000,SPXW190510P02200000,0.1,0,0,0.15,31,0.4452,-0.001,0,12441
05/10/2019,SPXW190510C02225000,0,0,707.7,711.2,0,0,0.9975,0,0,2225.000,SPXW190510P02225000,0.1,0,0,0.15,3,0.4289,-0.001,0,1300
05/10/2019,SPXW190510C02240000,0,0,692.7,696.2,0,0,0.9793,0.0001,0,2240.000,SPXW190510P02240000,0.1,-0.05,0,0.2,1,0.4297,-0.0013,0,49
05/10/2019,SPXW190510C02250000,0,0,682.8,686.2,0,0,0.9978,0,1,2250.000,SPXW190510P02250000,0.1,-0.05,0,0.2,16,0.4231,-0.0013,0,1097
05/10/2019,SPXW190510C02260000,0,0,672.8,676.2,0,0,0.9979,0,0,2260.000,SPXW190510P02260000,0.1,-0.05,0,0.2,35,0.4166,-0.0013,0,52
05/10/2019,SPXW190510C02270000,0,0,662.8,666.3,0,0,0.9969,0,1,2270.000,SPXW190510P02270000,0.1,-0.05,0.05,0.2,5,0.4184,-0.0016,0,12
05/10/2019,SPXW190510C02275000,0,0,657.8,661.3,0,0,0.9969,0,1,2275.000,SPXW190510P02275000,0,0,0.05,0.2,0,0.4151,-0.0016,0,299
05/10/2019,SPXW190510C02280000,0,0,652.8,656.3,0,0,0.997,0,0,2280.000,SPXW190510P02280000,0,0,0.05,0.2,0,0.4118,-0.0017,0,112
05/10/2019,SPXW190510C02290000,0,0,642.8,646.3,0,0,0.9977,0,0,2290.000,SPXW190510P02290000,0,0,0.05,0.2,0,0.4052,-0.0017,0,364
05/10/2019,SPXW190510C02300000,0,0,632.8,636.3,0,0,0.9775,0.0001,0,2300.000,SPXW190510P02300000,0,0,0.05,0.2,0,0.3987,-0.0017,0,9619
05/10/2019,SPXW190510C02310000,0,0,622.9,626.3,0,0,0.9973,0,0,2310.000,SPXW190510P02310000,0,0,0.05,0.2,0,0.3922,-0.0017,0,9
05/10/2019,SPXW190510C02320000,0,0,612.9,616.3,0,0,0.9968,0,0,2320.000,SPXW190510P02320000,0,0,0.05,0.2,0,0.3857,-0.0018,0,365
05/10/2019,SPXW190510C02325000,0,0,607.9,611.4,0,0,0.9766,0.0002,0,2325.000,SPXW190510P02325000,0.18,-0.02,0.05,0.2,1,0.3824,-0.0018,0,2620
05/10/2019,SPXW190510C02330000,0,0,602.9,606.4,0,0,0.9969,0,0,2330.000,SPXW190510P02330000,0,0,0.05,0.2,0,0.3792,-0.0018,0,5005
05/10/2019,SPXW190510C02340000,0,0,592.9,596.4,0,0,0.9959,0,0,2340.000,SPXW190510P02340000,0,0,0.05,0.25,0,0.3792,-0.0021,0,44
05/10/2019,SPXW190510C02350000,0,0,582.9,586.4,0,0,0.9985,0,8,2350.000,SPXW190510P02350000,0.17,-0.03,0.05,0.25,7,0.3726,-0.0022,0,4073
05/10/2019,SPXW190510C02360000,0,0,573,576.4,0,0,0.9756,0.0002,0,2360.000,SPXW190510P02360000,0,0,0.05,0.25,0,0.3661,-0.0022,0,30
05/10/2019,SPXW190510C02370000,0,0,563,566.4,0,0,0.9956,0,0,2370.000,SPXW190510P02370000,0,0,0.05,0.25,0,0.3594,-0.0022,0,408
05/10/2019,SPXW190510C02375000,0,0,558,561.5,0,0,0.995,0,0,2375.000,SPXW190510P02375000,0.24,-0.01,0.1,0.25,10,0.3618,-0.0026,0,270
05/10/2019,SPXW190510C02380000,0,0,553,556.5,0,0,0.9956,0,0,2380.000,SPXW190510P02380000,0,0,0.1,0.25,0,0.3585,-0.0026,0,661
05/10/2019,SPXW190510C02390000,0,0,543,546.5,0,0,0.9951,0,0,2390.000,SPXW190510P02390000,0,0,0.1,0.25,0,0.352,-0.0026,0,75
05/10/2019,SPXW190510C02400000,0,0,533,536.5,0,0,0.9978,0,1,2400.000,SPXW190510P02400000,0.25,0,0.1,0.3,30,0.3501,-0.003,0,135
05/10/2019,SPXW190510C02410000,0,0,523.1,526.5,0,0,0.9972,0,0,2410.000,SPXW190510P02410000,0,0,0.1,0.3,0,0.3436,-0.003,0,25
05/10/2019,SPXW190510C02420000,0,0,513.1,516.6,0,0,0.9973,0,0,2420.000,SPXW190510P02420000,0,0,0.1,0.3,0,0.337,-0.0031,0,10379
05/10/2019,SPXW190510C02425000,0,0,508.1,511.6,0,0,0.9942,0.0001,3,2425.000,SPXW190510P02425000,0.28,-0.02,0.15,0.3,7,0.3378,-0.0034,0,192
05/10/2019,SPXW190510C02430000,0,0,503.1,506.6,0,0,0.9975,0,0,2430.000,SPXW190510P02430000,0.31,0.01,0.15,0.3,1001,0.3345,-0.0035,0,907
